,WeekID,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart,Date,Song ID,Link,Artist
219454,11/22/08,47,Bleeding Love,Leona Lewis,45,1,39,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
219455,1/20/01,48,Bent,matchbox twenty,38,1,39,,Bent matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,Matchbox Twenty
219458,9/26/09,49,Poker Face,Lady Gaga,49,1,39,,Poker Face Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,Lady Gaga
219471,8/3/19,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,1,40,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219473,7/5/14,11,Dark Horse,Katy Perry Featuring Juicy J,11,1,40,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219474,4/29/00,12,Smooth,Santana Featuring Rob Thomas,11,1,40,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219475,11/4/17,15,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,11,1,40,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219479,10/28/17,18,Shape Of You,Ed Sheeran,20,1,40,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219480,12/3/16,19,Cheap Thrills,Sia Featuring Sean Paul,15,1,40,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219482,10/20/12,22,Somebody That I Used To Know,Gotye Featuring Kimbra,19,1,40,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219484,5/20/17,23,Closer,The Chainsmokers Featuring Halsey,23,1,40,,Closer The Chainsmokers Featuring Halsey,,
219488,2/25/17,25,Can't Stop The Feeling!,Justin Timberlake,22,1,40,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219489,5/18/19,26,Sicko Mode,Travis Scott,24,1,40,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219494,2/2/08,30,Big Girls Don't Cry,Fergie,26,1,40,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219496,4/19/14,31,Royals,Lorde,29,1,40,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219499,2/1/14,33,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,28,1,40,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219500,7/7/18,33,Rockstar,Post Malone Featuring 21 Savage,31,1,40,,Rockstar Post Malone Featuring 21 Savage,,
219501,12/8/12,34,Call Me Maybe,Carly Rae Jepsen,31,1,40,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219502,6/6/15,34,Shake It Off,Taylor Swift,34,1,40,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219505,4/25/15,36,All About That Bass,Meghan Trainor,37,1,40,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219520,12/26/15,41,See You Again,Wiz Khalifa Featuring Charlie Puth,39,1,40,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219521,8/13/16,41,Sorry,Justin Bieber,45,1,40,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219528,6/16/12,43,Sexy And I Know It,LMFAO,42,1,40,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219529,10/3/09,43,Poker Face,Lady Gaga,49,1,40,,Poker Face Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,Lady Gaga
219532,12/10/16,44,Panda,Desiigner,42,1,40,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
219534,3/26/16,45,Can't Feel My Face,The Weeknd,39,1,40,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219535,2/7/15,45,Rude,MAGIC!,43,1,40,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219537,7/11/98,47,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,44,1,40,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219541,4/6/13,48,One More Night,Maroon 5,42,1,40,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219543,7/13/19,49,Shallow,Lady Gaga & Bradley Cooper,42,1,40,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219551,8/10/19,11,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,1,41,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219552,7/12/14,12,Dark Horse,Katy Perry Featuring Juicy J,11,1,41,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219554,5/6/00,16,Smooth,Santana Featuring Rob Thomas,12,1,41,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219555,11/11/17,17,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,15,1,41,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219560,12/10/16,21,Cheap Thrills,Sia Featuring Sean Paul,19,1,41,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219562,11/4/17,22,Shape Of You,Ed Sheeran,18,1,41,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219563,10/27/12,22,Somebody That I Used To Know,Gotye Featuring Kimbra,22,1,41,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219565,5/27/17,25,Closer,The Chainsmokers Featuring Halsey,23,1,41,,Closer The Chainsmokers Featuring Halsey,,
219566,3/4/17,25,Can't Stop The Feeling!,Justin Timberlake,25,1,41,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219574,5/25/19,31,Sicko Mode,Travis Scott,26,1,41,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219575,2/9/08,31,Big Girls Don't Cry,Fergie,30,1,41,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219576,2/8/14,31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,33,1,41,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219579,4/26/14,35,Royals,Lorde,31,1,41,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219580,5/2/15,35,All About That Bass,Meghan Trainor,36,1,41,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219583,6/13/15,39,Shake It Off,Taylor Swift,34,1,41,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219588,12/15/12,41,Call Me Maybe,Carly Rae Jepsen,34,1,41,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219591,1/2/16,42,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,41,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219595,2/14/15,44,Rude,MAGIC!,45,1,41,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219599,8/20/16,45,Sorry,Justin Bieber,41,1,41,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219600,7/20/19,45,Shallow,Lady Gaga & Bradley Cooper,49,1,41,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219602,6/23/12,46,Sexy And I Know It,LMFAO,43,1,41,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219610,7/18/98,48,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,47,1,41,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219613,4/13/13,49,One More Night,Maroon 5,48,1,41,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219615,4/2/16,50,Can't Feel My Face,The Weeknd,45,1,41,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219623,7/19/14,13,Dark Horse,Katy Perry Featuring Juicy J,12,1,42,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219624,8/17/19,14,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,11,1,42,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219627,5/13/00,18,Smooth,Santana Featuring Rob Thomas,16,1,42,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219629,11/18/17,20,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,17,1,42,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219630,11/11/17,21,Shape Of You,Ed Sheeran,22,1,42,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219633,12/17/16,24,Cheap Thrills,Sia Featuring Sean Paul,21,1,42,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219634,11/3/12,26,Somebody That I Used To Know,Gotye Featuring Kimbra,22,1,42,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219636,6/3/17,27,Closer,The Chainsmokers Featuring Halsey,25,1,42,,Closer The Chainsmokers Featuring Halsey,,
219638,3/11/17,29,Can't Stop The Feeling!,Justin Timberlake,25,1,42,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219643,2/15/14,31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,31,1,42,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219645,6/1/19,32,Sicko Mode,Travis Scott,31,1,42,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219648,2/16/08,36,Big Girls Don't Cry,Fergie,31,1,42,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219650,6/20/15,38,Shake It Off,Taylor Swift,39,1,42,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219655,1/9/16,41,See You Again,Wiz Khalifa Featuring Charlie Puth,42,1,42,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219658,5/3/14,42,Royals,Lorde,35,1,42,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219660,5/9/15,43,All About That Bass,Meghan Trainor,35,1,42,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219666,12/22/12,45,Call Me Maybe,Carly Rae Jepsen,41,1,42,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219671,7/27/19,48,Shallow,Lady Gaga & Bradley Cooper,45,1,42,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219674,7/25/98,49,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,48,1,42,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219675,4/20/13,49,One More Night,Maroon 5,49,1,42,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219679,8/27/16,50,Sorry,Justin Bieber,45,1,42,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219680,6/30/12,50,Sexy And I Know It,LMFAO,46,1,42,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219685,3/18/17,13,Can't Stop The Feeling!,Justin Timberlake,29,1,43,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219687,7/26/14,15,Dark Horse,Katy Perry Featuring Juicy J,13,1,43,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219688,8/24/19,15,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,14,1,43,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219689,11/25/17,18,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,20,1,43,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219692,5/20/00,21,Smooth,Santana Featuring Rob Thomas,18,1,43,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219693,11/18/17,23,Shape Of You,Ed Sheeran,21,1,43,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219696,12/24/16,26,Cheap Thrills,Sia Featuring Sean Paul,24,1,43,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219697,11/10/12,26,Somebody That I Used To Know,Gotye Featuring Kimbra,26,1,43,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219700,1/16/16,30,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,43,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219703,6/10/17,32,Closer,The Chainsmokers Featuring Halsey,27,1,43,,Closer The Chainsmokers Featuring Halsey,,
219704,6/8/19,32,Sicko Mode,Travis Scott,32,1,43,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219707,2/23/08,35,Big Girls Don't Cry,Fergie,36,1,43,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219716,2/22/14,39,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,31,1,43,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219717,6/27/15,39,Shake It Off,Taylor Swift,38,1,43,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219721,5/16/15,43,All About That Bass,Meghan Trainor,43,1,43,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219722,5/10/14,44,Royals,Lorde,42,1,43,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219724,12/29/12,45,Call Me Maybe,Carly Rae Jepsen,45,1,43,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219727,8/3/19,47,Shallow,Lady Gaga & Bradley Cooper,48,1,43,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219739,8/31/19,15,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,15,1,44,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219740,8/2/14,16,Dark Horse,Katy Perry Featuring Juicy J,15,1,44,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219742,12/2/17,22,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,18,1,44,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219744,5/27/00,23,Smooth,Santana Featuring Rob Thomas,21,1,44,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219745,3/25/17,24,Can't Stop The Feeling!,Justin Timberlake,13,1,44,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219747,11/25/17,26,Shape Of You,Ed Sheeran,23,1,44,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219753,11/17/12,32,Somebody That I Used To Know,Gotye Featuring Kimbra,26,1,44,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219754,6/17/17,32,Closer,The Chainsmokers Featuring Halsey,32,1,44,,Closer The Chainsmokers Featuring Halsey,,
219756,6/15/19,35,Sicko Mode,Travis Scott,32,1,44,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219757,1/23/16,36,See You Again,Wiz Khalifa Featuring Charlie Puth,30,1,44,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219761,3/1/08,38,Big Girls Don't Cry,Fergie,35,1,44,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219762,7/4/15,40,Shake It Off,Taylor Swift,39,1,44,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219765,12/31/16,41,Cheap Thrills,Sia Featuring Sean Paul,26,1,44,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219770,3/1/14,43,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,39,1,44,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219771,5/23/15,43,All About That Bass,Meghan Trainor,43,1,44,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219772,1/5/13,43,Call Me Maybe,Carly Rae Jepsen,45,1,44,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219776,8/10/19,47,Shallow,Lady Gaga & Bradley Cooper,47,1,44,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219779,5/17/14,49,Royals,Lorde,44,1,44,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219784,9/7/19,17,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,15,1,45,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219786,12/9/17,19,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,22,1,45,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219787,8/9/14,20,Dark Horse,Katy Perry Featuring Juicy J,16,1,45,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219788,6/3/00,23,Smooth,Santana Featuring Rob Thomas,23,1,45,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219791,1/12/13,27,Call Me Maybe,Carly Rae Jepsen,43,1,45,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219792,4/1/17,28,Can't Stop The Feeling!,Justin Timberlake,24,1,45,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219793,11/24/12,29,Somebody That I Used To Know,Gotye Featuring Kimbra,32,1,45,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219795,12/2/17,30,Shape Of You,Ed Sheeran,26,1,45,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219798,6/24/17,32,Closer,The Chainsmokers Featuring Halsey,32,1,45,,Closer The Chainsmokers Featuring Halsey,,
219803,1/7/17,36,Cheap Thrills,Sia Featuring Sean Paul,41,1,45,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219805,6/22/19,38,Sicko Mode,Travis Scott,35,1,45,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219806,1/30/16,38,See You Again,Wiz Khalifa Featuring Charlie Puth,36,1,45,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219807,7/11/15,39,Shake It Off,Taylor Swift,40,1,45,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219809,3/8/08,41,Big Girls Don't Cry,Fergie,38,1,45,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219811,3/8/14,42,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,43,1,45,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219817,5/30/15,49,All About That Bass,Meghan Trainor,43,1,45,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219818,8/17/19,49,Shallow,Lady Gaga & Bradley Cooper,47,1,45,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219822,9/14/19,14,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,17,1,46,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219826,12/16/17,23,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,19,1,46,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219827,8/16/14,23,Dark Horse,Katy Perry Featuring Juicy J,20,1,46,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219829,6/10/00,27,Smooth,Santana Featuring Rob Thomas,23,1,46,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219831,1/19/13,29,Call Me Maybe,Carly Rae Jepsen,27,1,46,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219833,1/14/17,30,Cheap Thrills,Sia Featuring Sean Paul,36,1,46,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219835,12/9/17,31,Shape Of You,Ed Sheeran,30,1,46,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219837,4/8/17,33,Can't Stop The Feeling!,Justin Timberlake,28,1,46,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219838,7/1/17,34,Closer,The Chainsmokers Featuring Halsey,32,1,46,,Closer The Chainsmokers Featuring Halsey,,
219841,12/1/12,36,Somebody That I Used To Know,Gotye Featuring Kimbra,29,1,46,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219842,2/6/16,37,See You Again,Wiz Khalifa Featuring Charlie Puth,38,1,46,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219844,3/15/14,39,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,42,1,46,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219847,6/29/19,42,Sicko Mode,Travis Scott,38,1,46,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219849,3/15/08,45,Big Girls Don't Cry,Fergie,41,1,46,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219851,7/18/15,46,Shake It Off,Taylor Swift,39,1,46,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219854,6/6/15,47,All About That Bass,Meghan Trainor,49,1,46,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219857,9/21/19,10,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,14,1,47,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219859,8/23/14,16,Dark Horse,Katy Perry Featuring Juicy J,23,1,47,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219863,1/21/17,26,Cheap Thrills,Sia Featuring Sean Paul,30,1,47,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219864,12/16/17,26,Shape Of You,Ed Sheeran,31,1,47,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219867,6/17/00,30,Smooth,Santana Featuring Rob Thomas,27,1,47,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219869,4/15/17,31,Can't Stop The Feeling!,Justin Timberlake,33,1,47,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219870,12/23/17,32,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,23,1,47,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219872,7/8/17,33,Closer,The Chainsmokers Featuring Halsey,34,1,47,,Closer The Chainsmokers Featuring Halsey,,
219875,1/26/13,40,Call Me Maybe,Carly Rae Jepsen,29,1,47,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
