,WeekID,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart,Date,Song ID,Link,Artist
82659,9/10/77,1,Best Of My Love,The Emotions,1,1,14,,Best Of My Love The Emotions,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,The Emotions
82660,7/15/78,1,Shadow Dancing,Andy Gibb,1,1,14,,Shadow Dancing Andy Gibb,spotify:track:3unwRUV5qbjMmH3NJtaODy,Andy Gibb
82661,9/23/78,1,Boogie Oogie Oogie,A Taste Of Honey,1,1,14,,Boogie Oogie Oogie A Taste Of Honey,spotify:track:07NrCEN3egNvw8td2LxqJO,A Taste Of Honey
82662,10/27/79,1,Rise,Herb Alpert,1,1,14,,Rise Herb Alpert,spotify:track:1TsmHRIXvMTLP7Vu53XsUV,Herb Alpert
82663,2/2/80,1,Rock With You,Michael Jackson,1,1,14,,Rock With You Michael Jackson,spotify:track:7oOOI85fVQvVnK5ynNMdW7,Michael Jackson
82664,5/17/80,1,Call Me,Blondie,1,1,14,,Call Me Blondie,spotify:track:7HKxTNVlkHsfMLhigmhC0I,Blondie
82665,1/2/82,1,Physical,Olivia Newton-John,1,1,14,,Physical Olivia Newton-John,spotify:track:3hVrI7snZMTmHCnbwME47u,Olivia Newton-John
82666,1/14/84,1,Say Say Say,Paul McCartney And Michael Jackson,1,1,14,,Say Say Say Paul McCartney And Michael Jackson,spotify:track:59tSLzfbN8MAL2PdureNpl,ProSource Karaoke
82667,11/10/84,1,Caribbean Queen (No More Love On The Run),Billy Ocean,1,1,14,,Caribbean Queen (No More Love On The Run) Billy Ocean,spotify:track:4JEylZNW8SbO4zUyfVrpb7,Billy Ocean
82668,2/8/86,1,That's What Friends Are For,Dionne & Friends,1,1,14,,That's What Friends Are For Dionne & Friends,spotify:track:1cOj24fUMnBSXhtp7waHVW,"Dionne Warwick,Elton John,Gladys Knight,Stevie Wonder"
82669,7/11/92,1,Baby Got Back,Sir Mix-A-Lot,1,1,14,,Baby Got Back Sir Mix-A-Lot,spotify:track:1SAkL1mYNJlaqnBQxVZrRl,Sir Mix-A-Lot
82670,8/14/93,1,Can't Help Falling In Love (From Sliver),UB40,1,1,14,,Can't Help Falling In Love (From Sliver) UB40,,
82671,2/11/95,1,Creep,TLC,1,1,14,,Creep TLC,spotify:track:1aWV3uY3SIEZVbmv45oFWS,TLC
82672,3/18/95,1,Take A Bow,Madonna,1,1,14,,Take A Bow Madonna,spotify:track:7izFzcBTx3DVXFeFYDeZKB,Madonna
82673,3/2/96,1,One Sweet Day,Mariah Carey & Boyz II Men,1,1,14,,One Sweet Day Mariah Carey & Boyz II Men,spotify:track:4NvqyP8zZjDEDiDrzOhacV,John Troutman
82674,4/26/97,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1,1,14,,Can't Nobody Hold Me Down Puff Daddy (Featuring Mase),,
82675,1/10/98,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1,1,14,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
82676,3/6/99,1,Angel Of Mine,Monica,1,1,14,,Angel Of Mine Monica,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,Monica
82677,3/20/99,1,Believe,Cher,1,1,14,,Believe Cher,spotify:track:2goLsvvODILDzeeiT4dAoR,Cher
82678,10/30/99,1,Smooth,Santana Featuring Rob Thomas,1,1,14,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
82679,3/25/00,1,Say My Name,Destiny's Child,1,1,14,,Say My Name Destiny's Child,spotify:track:7H6ev70Weq6DdpZyyTmUXk,Destiny's Child
82680,7/1/00,1,Be With You,Enrique Iglesias,1,1,14,,Be With You Enrique Iglesias,spotify:track:1lZ4j5WBURBwZ0M5TT46wP,Enrique Iglesias
82681,11/4/00,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,14,,Come On Over Baby (All I Want Is You) Christina Aguilera,spotify:track:7A0apkTSTvMbSI7yplcmlh,Christina Aguilera
82682,3/30/02,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,1,14,,Ain't It Funny Jennifer Lopez Featuring Ja Rule,spotify:track:3B3nsrgVpBiidfl7wvTEWD,Jennifer Lopez
82683,6/21/03,1,21 Questions,50 Cent Featuring Nate Dogg,1,1,14,,21 Questions 50 Cent Featuring Nate Dogg,spotify:track:1kUYUJoVb5tah0At0WveFu,The Karaoke Crew
82684,8/23/03,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,14,,Crazy In Love Beyonce Featuring Jay Z,spotify:track:19lLzX7vt4BhrSOaHeRyn7,"Beyoncé,JAY-Z"
82685,9/27/03,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",1,1,14,,"Shake Ya Tailfeather Nelly, P. Diddy & Murphy Lee",spotify:track:4TJduXYW1Pg96EDNnfiwxJ,"Murphy Lee,Nelly,Diddy"
82686,11/15/03,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,14,,Baby Boy Beyonce Featuring Sean Paul,,
82687,6/12/04,1,Burn,Usher,1,1,14,,Burn Usher,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,Usher
82688,7/31/04,1,Confessions Part II,Usher,1,1,14,,Confessions Part II Usher,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,Usher
82689,2/18/06,1,Check On It,Beyonce Featuring Slim Thug,1,1,14,,Check On It Beyonce Featuring Slim Thug,,
82690,5/27/06,1,SOS,Rihanna,1,1,14,,SOS Rihanna,spotify:track:30cSNer6TV8x2utjULVeQ5,Rihanna
82691,10/21/06,1,SexyBack,Justin Timberlake,1,1,14,,SexyBack Justin Timberlake,spotify:track:0O45fw2L5vsWpdsOdXwNAR,"Justin Timberlake,Timbaland"
82692,10/27/07,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,14,,Crank That (Soulja Boy) Soulja Boy Tell'em,spotify:track:66TRwr5uJwPt15mfFkzhbi,Soulja Boy
82693,6/27/09,1,Boom Boom Pow,The Black Eyed Peas,1,1,14,,Boom Boom Pow The Black Eyed Peas,spotify:track:7xRNsqOQOgWbHV1nbXnfXN,Black Eyed Peas
82694,10/6/12,1,One More Night,Maroon 5,1,1,14,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
82695,8/3/13,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,14,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
82696,10/19/13,1,Royals,Lorde,1,1,14,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
82697,8/9/14,1,Rude,MAGIC!,1,1,14,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
82698,10/25/14,1,All About That Bass,Meghan Trainor,1,1,14,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
82699,6/27/15,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,14,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
82700,8/8/15,1,Cheerleader,OMI,1,1,14,,Cheerleader OMI,spotify:track:023OVLNzXhX0j7CxswUt6D,OMI
82701,7/23/16,1,One Dance,Drake Featuring WizKid & Kyla,1,1,14,,One Dance Drake Featuring WizKid & Kyla,,
82702,11/19/16,1,Closer,The Chainsmokers Featuring Halsey,1,1,14,,Closer The Chainsmokers Featuring Halsey,,
82703,12/31/16,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,14,,Black Beatles Rae Sremmurd Featuring Gucci Mane,,
82704,4/29/17,1,Shape Of You,Ed Sheeran,1,1,14,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
82705,10/21/17,1,Bodak Yellow (Money Moves),Cardi B,1,1,14,,Bodak Yellow (Money Moves) Cardi B,spotify:track:3g2qgbWPl8TcgJIkstWpSV,2017 Dynamo Hitz
82706,3/1/75,1,Best Of My Love,Eagles,2,1,14,,Best Of My Love Eagles,spotify:track:5MLLuLqPdUlx8bfKtdkLwO,Eagles
82707,6/27/81,1,Bette Davis Eyes,Kim Carnes,2,1,14,,Bette Davis Eyes Kim Carnes,spotify:track:0kPeymTUiaidv48eRrMISu,Kim Carnes
82708,4/23/83,1,Come On Eileen,Dexy's Midnight Runners,2,1,14,,Come On Eileen Dexy's Midnight Runners,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,Dexys Midnight Runners
82709,3/23/91,1,One More Try,Timmy T.,2,1,14,,One More Try Timmy T.,spotify:track:2drQ6wg2hdl6RDslarifh8,Timmy T
82710,8/6/94,1,Stay (I Missed You) (From Reality Bites),Lisa Loeb & Nine Stories,2,1,14,,Stay (I Missed You) (From Reality Bites) Lisa Loeb & Nine Stories,,
82711,3/31/01,1,Angel,Shaggy Featuring Rayvon,2,1,14,,Angel Shaggy Featuring Rayvon,,
82712,4/7/01,1,Butterfly,Crazy Town,2,1,14,,Butterfly Crazy Town,spotify:track:4BggEwLhGfrbrl7JBhC8EC,Crazy Town
82713,12/6/03,1,Stand Up,Ludacris Featuring Shawnna,2,1,14,,Stand Up Ludacris Featuring Shawnna,,
82714,11/26/05,1,Run It!,Chris Brown,2,1,14,,Run It! Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,"Chris Brown,Juelz Santana"
82715,2/24/07,1,Say It Right,Nelly Furtado,2,1,14,,Say It Right Nelly Furtado,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,Nelly Furtado
82716,9/26/15,1,Can't Feel My Face,The Weeknd,2,1,14,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
82717,1/7/17,1,Starboy,The Weeknd Featuring Daft Punk,2,1,14,,Starboy The Weeknd Featuring Daft Punk,,
82718,7/21/73,1,"Bad, Bad Leroy Brown",Jim Croce,3,1,14,,"Bad, Bad Leroy Brown Jim Croce",spotify:track:1O0xeZrBDbq7HPREdmYUYK,Jim Croce
82719,1/19/74,1,Show And Tell,Al Wilson,3,1,14,,Show And Tell Al Wilson,spotify:track:2vhW1OmaZDYi63Da9d8R5o,Al Wilson
82720,5/15/76,1,Boogie Fever,The Sylvers,3,1,14,,Boogie Fever The Sylvers,spotify:track:3FZB0xezeoc1ddx72eg7iF,The Sylvers
82721,9/18/76,1,Play That Funky Music,Wild Cherry,3,1,14,,Play That Funky Music Wild Cherry,spotify:track:5uuJruktM9fMdN9Va0DUMl,Wild Cherry
82722,2/19/77,1,Blinded By The Light,Manfred Mann's Earth Band,3,1,14,,Blinded By The Light Manfred Mann's Earth Band,spotify:track:7kNNylJ1kswWbHeRM6UDuE,Manfred Mann's Earth Band
82723,2/6/82,1,Centerfold,The J. Geils Band,3,1,14,,Centerfold The J. Geils Band,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band
82724,1/17/87,1,Shake You Down,Gregory Abbott,3,1,14,,Shake You Down Gregory Abbott,spotify:track:7wQ9alB79WZb0F5gFLbxSh,Gregory Abbott
82725,6/3/06,1,Ridin',Chamillionaire Featuring Krayzie Bone,3,1,14,,Ridin' Chamillionaire Featuring Krayzie Bone,,
82726,2/17/62,2,Peppermint Twist - Part I,Joey Dee & the Starliters,1,1,14,,Peppermint Twist - Part I Joey Dee & the Starliters,,
82727,5/3/75,2,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1,1,14,,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song B.J. Thomas,spotify:track:0b7qiL1rLbUUpGXczt7p5T,B.J. Thomas
82728,4/19/80,2,Another Brick In The Wall (Part II),Pink Floyd,1,1,14,,Another Brick In The Wall (Part II) Pink Floyd,spotify:track:2S16WiAGUh3OUeDEjlugws,Big One
82729,1/31/81,2,(Just Like) Starting Over,John Lennon,1,1,14,,(Just Like) Starting Over John Lennon,spotify:track:5y0YreEOnQiKFAnCrcFIXz,John Lennon
82730,2/28/81,2,9 To 5,Dolly Parton,1,1,14,,9 To 5 Dolly Parton,spotify:track:4w3tQBXhn5345eUXDGBWZG,Dolly Parton
82731,2/4/84,2,Owner Of A Lonely Heart,Yes,1,1,14,,Owner Of A Lonely Heart Yes,spotify:track:0GTK6TesV108Jj5D3MHsYb,Yes
82732,12/21/85,2,Broken Wings,Mr. Mister,1,1,14,,Broken Wings Mr. Mister,spotify:track:78FHUZRbFDCG6VkRAQdFLm,Mr. Mister
82733,5/10/86,2,Addicted To Love,Robert Palmer,1,1,14,,Addicted To Love Robert Palmer,spotify:track:5izGeTxueiFX1UPFGohY9w,"Robert Palmer,Eric 'ET' Thorngren"
82734,2/7/87,2,At This Moment,Billy Vera & The Beaters,1,1,14,,At This Moment Billy Vera & The Beaters,spotify:track:136nAEqaPwbQguey2Unze7,Billy Vera & The Beaters
82735,9/24/88,2,Sweet Child O' Mine,Guns N' Roses,1,1,14,,Sweet Child O' Mine Guns N' Roses,spotify:track:7snQQk1zcKl8gZ92AnueZW,Guns N' Roses
82736,12/10/88,2,"Baby, I Love Your Way/Freebird Medley",Will To Power,1,1,14,,"Baby, I Love Your Way/Freebird Medley Will To Power",spotify:track:14GHvoxNzIyoDxb514IFup,Ameritz Karaoke Entertainment
82737,1/5/91,2,Because I Love You (The Postman Song),Stevie B,1,1,14,,Because I Love You (The Postman Song) Stevie B,spotify:track:5133Vr9T5jaSNBlqSQRJDx,Stevie B
82738,5/7/94,2,Bump N' Grind,R. Kelly,1,1,14,,Bump N' Grind R. Kelly,spotify:track:0DBIL8arX0Zo6eAuxNIpik,R. Kelly
82739,7/29/00,2,Bent,matchbox twenty,1,1,14,,Bent matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,Matchbox Twenty
82740,9/16/00,2,Doesn't Really Matter,Janet,1,1,14,,Doesn't Really Matter Janet,spotify:track:0ekdT3jOhn3LinWtqHhmsw,Janet Jackson
82741,2/13/16,2,Sorry,Justin Bieber,1,1,14,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
82742,12/14/19,2,Circles,Post Malone,1,1,14,,Circles Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone
82743,7/25/59,2,The Battle Of New Orleans,Johnny Horton,2,1,14,,The Battle Of New Orleans Johnny Horton,spotify:track:66eFGhs8LXeBgrXk0YgRJK,Johnny Horton
82744,6/16/62,2,Stranger On The Shore,Mr. Acker Bilk,2,1,14,,Stranger On The Shore Mr. Acker Bilk,spotify:track:6sZ8qBd2dO4QQq6B6FqVPn,Acker Bilk
82745,1/29/72,2,Brand New Key,Melanie,2,1,14,,Brand New Key Melanie,spotify:track:3tm6LVXZJg0lG4hQm5ytrT,Melanie
82746,11/13/76,2,Disco Duck (Part I),Rick Dees & His Cast Of Idiots,2,1,14,,Disco Duck (Part I) Rick Dees & His Cast Of Idiots,spotify:track:228zFuZa0mLINFkwiJlMSu,Ameritz Karaoke Entertainment
82747,5/2/92,2,Save The Best For Last,Vanessa Williams,2,1,14,,Save The Best For Last Vanessa Williams,spotify:track:7okbmgA8lRBGl5limZ7LFM,Vanessa Williams
82748,2/20/99,2,...Baby One More Time,Britney Spears,2,1,14,,...Baby One More Time Britney Spears,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,Britney Spears
82749,10/12/02,2,Dilemma,Nelly Featuring Kelly Rowland,2,1,14,,Dilemma Nelly Featuring Kelly Rowland,spotify:track:23477wqTFa3MWFoIdze8Ze,Studio Allstars
82750,3/6/04,2,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,2,1,14,,Slow Jamz Twista Featuring Kanye West & Jamie Foxx,,
82751,4/22/06,2,Temperature,Sean Paul,2,1,14,,Temperature Sean Paul,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Sean Paul
82752,5/27/06,2,Bad Day,Daniel Powter,2,1,14,,Bad Day Daniel Powter,spotify:track:0mUyMawtxj1CJ76kn9gIZK,Daniel Powter
82753,5/31/08,2,Bleeding Love,Leona Lewis,2,1,14,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
82754,7/26/08,2,Take A Bow,Rihanna,2,1,14,,Take A Bow Rihanna,spotify:track:3goSVuTt3fDYDP6kRnFwuL,Rihanna
82755,1/31/09,2,Single Ladies (Put A Ring On It),Beyonce,2,1,14,,Single Ladies (Put A Ring On It) Beyonce,spotify:track:2ZBNclC5wm4GtiWaeh0DMx,Beyoncé
82756,6/11/16,2,Panda,Desiigner,2,1,14,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
82757,1/6/18,2,Rockstar,Post Malone Featuring 21 Savage,2,1,14,,Rockstar Post Malone Featuring 21 Savage,,
82758,10/5/19,2,Senorita,Shawn Mendes & Camila Cabello,2,1,14,,Senorita Shawn Mendes & Camila Cabello,spotify:track:3FGU19VhodS1rtCnVfHR8l,"Shawn Mendes,Camila Cabello"
82808,3/7/59,3,Stagger Lee,Lloyd Price,1,1,14,,Stagger Lee Lloyd Price,spotify:track:7qoaMWT3eRCKG1RN6dVuOY,Lloyd Price
82809,1/31/70,3,Raindrops Keep Fallin' On My Head,B.J. Thomas,1,1,14,,Raindrops Keep Fallin' On My Head B.J. Thomas,spotify:track:0zRtBDhwtIFTfoK2HuURbM,B.J. Thomas
82810,9/16/72,3,Alone Again (Naturally),Gilbert O'Sullivan,1,1,14,,Alone Again (Naturally) Gilbert O'Sullivan,spotify:track:6vuEG9sZtC4W2zT64f7zLF,Gilbert O'Sullivan
82811,9/22/73,3,Delta Dawn,Helen Reddy,1,1,14,,Delta Dawn Helen Reddy,spotify:track:53RGKUb4zvhHaDCmjgUrIP,Helen Reddy
82812,3/22/80,3,Crazy Little Thing Called Love,Queen,1,1,14,,Crazy Little Thing Called Love Queen,spotify:track:35ItUJlMtjOQW3SSiTCrrw,Queen
82813,9/21/85,3,St. Elmo's Fire (Man In Motion),John Parr,1,1,14,,St. Elmo's Fire (Man In Motion) John Parr,spotify:track:1A2PWRltFrX8iB8IP3CUgo,John Parr
82814,3/4/89,3,Straight Up,Paula Abdul,1,1,14,,Straight Up Paula Abdul,spotify:track:5xl5582IihbEZAnfj0xyso,Paula Abdul
82815,9/29/90,3,Release Me,Wilson Phillips,1,1,14,,Release Me Wilson Phillips,spotify:track:1rIy3lkFJnMsTLZpxFmYU8,Wilson Phillips
82816,10/6/90,3,(Can't Live Without Your) Love And Affection,Nelson,1,1,14,,(Can't Live Without Your) Love And Affection Nelson,spotify:track:3JjY2L2bqql54j1SjnjQ23,Nelson
82817,5/7/05,3,Candy Shop,50 Cent Featuring Olivia,1,1,14,,Candy Shop 50 Cent Featuring Olivia,,
82818,8/19/06,3,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,14,,Promiscuous Nelly Furtado Featuring Timbaland,spotify:track:3svxAW4fosbvqUFzSGeAyK,Metro Karaoke Classics
82819,10/27/79,3,Don't Stop 'til You Get Enough,Michael Jackson,2,1,14,,Don't Stop 'til You Get Enough Michael Jackson,spotify:track:2tvrkU9H5JwdgFEpK3lX17,"Derrick Laro,Triniti"
82820,11/28/81,3,Private Eyes,Daryl Hall John Oates,2,1,14,,Private Eyes Daryl Hall John Oates,spotify:track:5HQ639Z3ms3hnZx0KfWnkp,Daryl Hall & John Oates
82821,5/28/83,3,Beat It,Michael Jackson,2,1,14,,Beat It Michael Jackson,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,Michael Jackson
82822,12/17/83,3,All Night Long (All Night),Lionel Richie,2,1,14,,All Night Long (All Night) Lionel Richie,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,Lionel Richie
82823,6/16/01,3,All For You,Janet,2,1,14,,All For You Janet,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,Janet Jackson
82824,3/29/03,3,All I Have,Jennifer Lopez Featuring LL Cool J,2,1,14,,All I Have Jennifer Lopez Featuring LL Cool J,spotify:track:3JyFJG0AurAXJ9bB57Gpbv,The 2000s Karaoke Band
82825,5/5/07,3,Don't Matter,Akon,2,1,14,,Don't Matter Akon,spotify:track:7I6DceMT3utDOHjcYCbrr4,Akon
82826,1/12/13,3,Diamonds,Rihanna,2,1,14,,Diamonds Rihanna,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Rihanna
82827,3/4/17,3,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,14,,Bad And Boujee Migos Featuring Lil Uzi Vert,,
82828,2/2/19,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,1,14,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
82829,10/25/69,3,"Sugar, Sugar",The Archies,3,1,14,,"Sugar, Sugar The Archies",spotify:track:3iSws76HjaU7k49EqJVTfF,The Archies
82830,12/29/84,3,Out Of Touch,Daryl Hall John Oates,3,1,14,,Out Of Touch Daryl Hall John Oates,spotify:track:7o67roCVsFiCt7Cf0ZLOJq,Daryl Hall & John Oates
82831,6/8/96,3,Because You Loved Me (From Up Close & Personal),Celine Dion,3,1,14,,Because You Loved Me (From Up Close & Personal) Celine Dion,spotify:track:28UMiBhn383n9S7GL4tsxD,Céline Dion
82832,8/28/10,3,California Gurls,Katy Perry Featuring Snoop Dogg,4,1,14,,California Gurls Katy Perry Featuring Snoop Dogg,,
82877,3/22/75,4,Black Water,The Doobie Brothers,1,1,14,,Black Water The Doobie Brothers,spotify:track:4p8QcNkaq2FQj8uGJ7HEDK,The Doobie Brothers
82878,9/20/86,4,Take My Breath Away (Love Theme From Top Gun),Berlin,1,1,14,,Take My Breath Away (Love Theme From Top Gun) Berlin,spotify:track:15MJ5NThPjj6xhPcts8MiY,Berlin
82879,7/13/74,4,Sundown,Gordon Lightfoot,2,1,14,,Sundown Gordon Lightfoot,spotify:track:0SjnBEHZVXgCKvOrpvzL2k,Gordon Lightfoot
82880,8/30/75,4,One Of These Nights,Eagles,2,1,14,,One Of These Nights Eagles,spotify:track:608xszaAxVh4m7NcKJiAbF,Eagles
82881,8/9/86,4,Sledgehammer,Peter Gabriel,2,1,14,,Sledgehammer Peter Gabriel,spotify:track:4AUS8KNz7zX8XFu9L38GT0,Peter Gabriel
82882,4/29/89,4,She Drives Me Crazy,Fine Young Cannibals,2,1,14,,She Drives Me Crazy Fine Young Cannibals,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,Fine Young Cannibals
82883,3/20/93,4,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,2,1,14,,A Whole New World (Aladdin's Theme) Peabo Bryson & Regina Belle,spotify:track:2LEbmWX7CzdfojCnheyoJs,Ameritz Karaoke Entertainment
82884,2/26/94,4,All For Love,Bryan Adams/Rod Stewart/Sting,2,1,14,,All For Love Bryan Adams/Rod Stewart/Sting,spotify:track:035aFnfIrO25Hy4PRP6GC7,"Bryan Adams,Sting,Rod Stewart"
82885,6/9/07,4,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,2,1,14,,Buy U A Drank (Shawty Snappin') T-Pain Featuring Yung Joc,,
82886,5/14/77,4,Southern Nights,Glen Campbell,3,1,14,,Southern Nights Glen Campbell,spotify:track:7kv7zBjMtVf0eIJle2VZxn,Glen Campbell
82887,5/26/84,4,Against All Odds (Take A Look At Me Now),Phil Collins,3,1,14,,Against All Odds (Take A Look At Me Now) Phil Collins,spotify:track:63CHa6rmamv9OsehkRD8oz,Phil Collins
82888,10/4/08,4,Disturbia,Rihanna,3,1,14,,Disturbia Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,Rihanna
82889,2/14/59,4,Smoke Gets In Your Eyes,The Platters,4,1,14,,Smoke Gets In Your Eyes The Platters,spotify:track:2vSxjnyrWrtxyfzO47EX6q,The Platters
82890,11/15/80,4,Another One Bites The Dust,Queen,4,1,14,,Another One Bites The Dust Queen,spotify:track:57JVGBtBLCfHw2muk5416J,Queen
82891,1/22/94,4,Again,Janet Jackson,4,1,14,,Again Janet Jackson,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,Janet Jackson
82892,3/1/03,4,"Bump, Bump, Bump",B2K & P. Diddy,4,1,14,,"Bump, Bump, Bump B2K & P. Diddy",spotify:track:74jMwg2zsFMICzW3Wems6h,"B2K,Diddy"
82893,11/23/13,4,Roar,Katy Perry,4,1,14,,Roar Katy Perry,spotify:track:6F5c58TMEs1byxUstkzVeM,Katy Perry
82894,2/14/15,4,Blank Space,Taylor Swift,4,1,14,,Blank Space Taylor Swift,spotify:track:1p80LdxRV74UKvL8gnD7ky,Taylor Swift
82895,5/4/19,4,7 Rings,Ariana Grande,4,1,14,,7 Rings Ariana Grande,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande
82896,1/21/06,4,Don't Forget About Us,Mariah Carey,7,1,14,,Don't Forget About Us Mariah Carey,spotify:track:1HkVSmzBbdZ5Bzdd00IZgh,Mariah Carey
82936,1/10/76,5,Saturday Night,Bay City Rollers,1,1,14,,Saturday Night Bay City Rollers,spotify:track:78zYiMv9yNTHgmm6kaUPCm,Bay City Rollers
82937,11/10/79,5,Pop Muzik,M,1,1,14,,Pop Muzik M,spotify:track:0FBeVAGy58YREuZK2rpRVm,"M,Robin Scott"
82938,4/23/83,5,Billie Jean,Michael Jackson,1,1,14,,Billie Jean Michael Jackson,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Michael Jackson
82939,4/7/90,5,Black Velvet,Alannah Myles,1,1,14,,Black Velvet Alannah Myles,spotify:track:1KU5EHSz04JhGg3rReGJ0N,Alannah Myles
82940,9/8/07,5,Beautiful Girls,Sean Kingston,1,1,14,,Beautiful Girls Sean Kingston,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,Sean Kingston
82941,9/13/80,5,Sailing,Christopher Cross,2,1,14,,Sailing Christopher Cross,spotify:track:6Hu6dzwlvoyg3zBUC8k4BK,Christopher Cross
82942,6/27/87,5,Always,Atlantic Starr,2,1,14,,Always Atlantic Starr,spotify:track:2TQaMcc3BEAF5Srn7FCipl,Atlantic Starr
82943,2/8/92,5,All 4 Love,Color Me Badd,3,1,14,,All 4 Love Color Me Badd,spotify:track:4XmsMIMjvDIFEjeY3ycMzW,Color Me Badd
82944,12/6/14,5,Shake It Off,Taylor Swift,3,1,14,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
82945,8/25/79,5,Bad Girls,Donna Summer,4,1,14,,Bad Girls Donna Summer,spotify:track:1ibRqifchaAfeNdQGpbRVW,Donna Summer
82946,6/12/10,5,Break Your Heart,Taio Cruz Featuring Ludacris,4,1,14,,Break Your Heart Taio Cruz Featuring Ludacris,spotify:track:3v89A1lFBcHRiQd3cHLMq2,DJ Cover This
82947,12/29/79,5,Still,Commodores,5,1,14,,Still Commodores,spotify:track:2LdtluFBgL8cuSo9nkvJ57,Commodores
82948,1/22/11,5,Raise Your Glass,P!nk,5,1,14,,Raise Your Glass P!nk,spotify:track:1gv4xPanImH17bKZ9rOveR,P!nk
82949,6/15/19,5,Sucker,Jonas Brothers,5,1,14,,Sucker Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers
83009,7/10/76,6,Silly Love Songs,Wings,1,1,14,,Silly Love Songs Wings,spotify:track:3uiMBldZ07pW0ySHDX5gzE,Wings
83010,11/13/76,6,Rock'n Me,Steve Miller,1,1,14,,Rock'n Me Steve Miller,spotify:track:1orVKbp6vqtfAPOmvRofVq,Steve Miller Band
